INSERT INTO `hnk` (`ID`,`helyseg`, `jogallas`, `megye`, `jaras`, `terulet`, `nepesseg`, `lakas`) VALUES
('1140', 'Ivándárda', 'község', 'Baranya', 'Mohácsi', '767', '184', '104'),
('1141', 'Izmény', 'község', 'Tolna', 'Bonyhádi', '1373', '394', '202'),
('1142', 'Izsák', 'város', 'Bács-Kiskun', 'Kiskõrösi', '11376', '5388', '2760'),
('1143', 'Izsófalva', 'nagyközség', 'Borsod-Abaúj-Zemplén', 'Kazincbarcikai', '941', '1664', '625'),
('1144', 'Jágónak', 'község', 'Tolna', 'Dombóvári', '1540', '197', '117'),
('1145', 'Ják', 'község', 'Vas', 'Szombathelyi', '4495', '2595', '984'),
('1146', 'Jakabszállás', 'község', 'Bács-Kiskun', 'Kecskeméti', '7086', '2597', '1287'),
('1147', 'Jákfa', 'község', 'Vas', 'Sárvári', '2011', '496', '239'),
('1148', 'Jákfalva', 'község', 'Borsod-Abaúj-Zemplén', 'Putnoki', '906', '448', '144'),
('1149', 'Jákó', 'község', 'Somogy', 'Kaposvári', '1669', '592', '245'),
('1150', 'Jánd', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '1654', '728', '280'),
('1151', 'Jánkmajtis', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '2503', '1704', '648'),
('1152', 'Jánoshalma', 'város', 'Bács-Kiskun', 'Jánoshalmai', '13221', '8249', '4419'),
('1153', 'Jánosháza', 'város', 'Vas', 'Celldömölki', '2341', '2425', '1075'),
('1154', 'Jánoshida', 'község', 'Jász-Nagykun-Szolnok', 'Jászapáti', '3479', '2319', '1136'),
('1155', 'Jánossomorja', 'város', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '14894', '6131', '2258'),
('1156', 'Járdánháza', 'község', 'Borsod-Abaúj-Zemplén', 'Ózdi', '1124', '1726', '638'),
('1157', 'Jármi', 'község', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '1237', '1240', '505'),
('1158', 'Jásd', 'község', 'Veszprém', 'Várpalotai', '1028', '670', '345'),
('1159', 'Jászágó', 'község', 'Jász-Nagykun-Szolnok', 'Jászberényi', '3693', '724', '415'),
('1160', 'Jászalsószentgyörgy', 'község', 'Jász-Nagykun-Szolnok', 'Jászapáti', '4767', '3074', '1557'),
('1161', 'Jászapáti', 'város', 'Jász-Nagykun-Szolnok', 'Jászapáti', '7816', '8126', '3645'),
('1162', 'Jászárokszállás', 'város', 'Jász-Nagykun-Szolnok', 'Jászberényi', '7717', '7667', '3759'),
('1163', 'Jászberény', 'város', 'Jász-Nagykun-Szolnok', 'Jászberényi', '22135', '26516', '12509'),
('1164', 'Jászboldogháza', 'község', 'Jász-Nagykun-Szolnok', 'Jászberényi', '5531', '1723', '817'),
('1165', 'Jászdózsa', 'község', 'Jász-Nagykun-Szolnok', 'Jászapáti', '4286', '2052', '1130'),
('1166', 'Jászfelsõszentgyörgy', 'község', 'Jász-Nagykun-Szolnok', 'Jászberényi', '3928', '1838', '783'),
('1167', 'Jászfényszaru', 'város', 'Jász-Nagykun-Szolnok', 'Jászberényi', '7616', '5796', '2663'),
('1168', 'Jászivány', 'község', 'Jász-Nagykun-Szolnok', 'Jászapáti', '3951', '376', '218'),
('1169', 'Jászjákóhalma', 'község', 'Jász-Nagykun-Szolnok', 'Jászberényi', '4504', '2805', '1368'),
('1170', 'Jászkarajenõ', 'község', 'Pest', 'Ceglédi', '6515', '2548', '1391'),
('1171', 'Jászkisér', 'város', 'Jász-Nagykun-Szolnok', 'Jászapáti', '13011', '4772', '2216'),
('1172', 'Jászladány', 'nagyközség', 'Jász-Nagykun-Szolnok', 'Jászapáti', '9273', '5310', '2292'),
('1173', 'Jászszentandrás', 'község', 'Jász-Nagykun-Szolnok', 'Jászapáti', '4433', '2566', '1536'),
('1174', 'Jászszentlászló', 'község', 'Bács-Kiskun', 'Kiskunmajsai', '6034', '2379', '1263'),
('1175', 'Jásztelek', 'község', 'Jász-Nagykun-Szolnok', 'Jászberényi', '4115', '1584', '708'),
('1176', 'Jéke', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '632', '674', '271'),
('1177', 'Jenõ', 'község', 'Fejér', 'Székesfehérvári', '556', '1310', '535'),
('1178', 'Jobaháza', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '806', '568', '191'),
('1179', 'Jobbágyi', 'község', 'Nógrád', 'Pásztói', '1784', '1954', '859'),
('1180', 'Jósvafõ', 'község', 'Borsod-Abaúj-Zemplén', 'Putnoki', '2155', '191', '175'),
('1181', 'Juta', 'község', 'Somogy', 'Kaposvári', '1923', '1126', '428'),
('1182', 'Kaba', 'város', 'Hajdú-Bihar', 'Püspökladányi', '9504', '5349', '2382'),
('1183', 'Kacorlak', 'község', 'Zala', 'Nagykanizsai', '760', '171', '90'),
('1184', 'Kács', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '1669', '417', '336'),
('1185', 'Kacsóta', 'község', 'Baranya', 'Szentlõrinci', '951', '247', '104'),
('1186', 'Kadarkút', 'város', 'Somogy', 'Kaposvári', '3974', '2402', '961'),
('1187', 'Kajárpéc', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '3189', '1294', '578'),
('1188', 'Kajászó', 'község', 'Fejér', 'Martonvásári', '2403', '1167', '431'),
('1189', 'Kajdacs', 'község', 'Tolna', 'Paksi', '3773', '1104', '525'),
('1190', 'Kakasd', 'község', 'Tolna', 'Bonyhádi', '2078', '1579', '625'),
('1191', 'Kákics', 'község', 'Baranya', 'Sellyei', '1489', '175', '89'),
('1192', 'Kakucs', 'község', 'Pest', 'Dabasi', '2179', '3197', '1085'),
('1193', 'Kál', 'nagyközség', 'Heves', 'Füzesabonyi', '3481', '3395', '1359'),
('1194', 'Kalaznó', 'község', 'Tolna', 'Tamási', '1835', '129', '101'),
('1195', 'Káld', 'község', 'Vas', 'Sárvári', '4244', '1047', '478'),
('1196', 'Kálló', 'község', 'Nógrád', 'Pásztói', '3697', '1680', '532'),
('1197', 'Kallósd', 'község', 'Zala', 'Zalaszentgróti', '541', '115', '72'),
('1198', 'Kállósemjén', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Nagykállói', '5453', '3418', '1533'),
('1199', 'Kálmáncsa', 'község', 'Somogy', 'Barcsi', '4885', '548', '245'),
('1200', 'Kálmánháza', 'község', 'Szabolcs-Szatmár-Bereg', 'Nyíregyházi', '3725', '1772', '747'),
('1201', 'Kálócfa', 'község', 'Zala', 'Lenti', '1021', '135', '91'),
('1202', 'Kalocsa', 'város', 'Bács-Kiskun', 'Kalocsai', '5318', '14640', '7841'),
('1203', 'Káloz', 'község', 'Fejér', 'Székesfehérvári', '4779', '2281', '899'),
('1204', 'Kám', 'község', 'Vas', 'Vasvári', '1530', '400', '200'),
('1205', 'Kamond', 'község', 'Veszprém', 'Devecseri', '2050', '426', '168'),
('1206', 'Kamut', 'község', 'Békés', 'Békési', '6048', '976', '519'),
('1207', 'Kánó', 'község', 'Borsod-Abaúj-Zemplén', 'Putnoki', '1378', '165', '89'),
('1208', 'Kántorjánosi', 'község', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '4162', '1945', '870'),
('1209', 'Kány', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '921', '36', '49'),
('1210', 'Kánya', 'község', 'Somogy', 'Tabi', '1452', '401', '213'),
('1211', 'Kányavár', 'község', 'Zala', 'Lenti', '420', '113', '82'),
('1212', 'Kapolcs', 'község', 'Veszprém', 'Tapolcai', '1398', '418', '212'),
('1213', 'Kápolna', 'község', 'Heves', 'Füzesabonyi', '2151', '1423', '566'),
('1214', 'Kápolnásnyék', 'község', 'Fejér', 'Gárdonyi', '4150', '4075', '1645'),
('1215', 'Kapoly', 'község', 'Somogy', 'Tabi', '2237', '633', '332'),
('1216', 'Kaposfõ', 'község', 'Somogy', 'Kaposvári', '2726', '1511', '590'),
('1217', 'Kaposgyarmat', 'község', 'Somogy', 'Kaposvári', '1107', '72', '36'),
('1218', 'Kaposhomok', 'község', 'Somogy', 'Kaposvári', '1148', '461', '143'),
('1219', 'Kaposkeresztúr', 'község', 'Somogy', 'Kaposvári', '1980', '311', '132'),
('1220', 'Kaposmérõ', 'község', 'Somogy', 'Kaposvári', '1398', '2427', '875'),
('1221', 'Kapospula', 'község', 'Tolna', 'Dombóvári', '1980', '880', '359'),
('1222', 'Kaposújlak', 'község', 'Somogy', 'Kaposvári', '893', '762', '273'),
('1223', 'Kaposvár', 'megyeszékhely', 'Somogy', 'Kaposvári', '11359', '58633', '29475'),
('1224', 'Kaposszekcsõ', 'község', 'Tolna', 'Dombóvári', '1562', '1524', '640'),
('1225', 'Kaposszerdahely', 'község', 'Somogy', 'Kaposvári', '885', '909', '365'),
('1226', 'Káptalanfa', 'község', 'Veszprém', 'Sümegi', '3371', '759', '328'),
('1227', 'Káptalantóti', 'község', 'Veszprém', 'Tapolcai', '1173', '499', '206'),
('1228', 'Kapuvár', 'város', 'Gyõr-Moson-Sopron', 'Kapuvári', '9605', '10181', '4603'),
('1229', 'Kára', 'község', 'Somogy', 'Tabi', '537', '29', '45'),
('1230', 'Karácsond', 'község', 'Heves', 'Gyöngyösi', '3160', '2811', '1267'),
('1231', 'Karád', 'község', 'Somogy', 'Fonyódi', '5238', '1443', '841'),
('1232', 'Karakó', 'község', 'Vas', 'Celldömölki', '1035', '207', '106'),
('1233', 'Karakószörcsök', 'község', 'Veszprém', 'Devecseri', '711', '271', '130'),
('1234', 'Karancsalja', 'község', 'Nógrád', 'Salgótarjáni', '1254', '1479', '638'),
('1235', 'Karancsberény', 'község', 'Nógrád', 'Salgótarjáni', '2314', '750', '388'),
('1236', 'Karancskeszi', 'község', 'Nógrád', 'Salgótarjáni', '3168', '1673', '808'),
('1237', 'Karancslapujtõ', 'község', 'Nógrád', 'Salgótarjáni', '1935', '2406', '1043'),
('1238', 'Karancsság', 'község', 'Nógrád', 'Salgótarjáni', '2139', '1233', '419'),
('1239', 'Kárász', 'község', 'Baranya', 'Komlói', '802', '284', '151'),
('1240', 'Karcag', 'város', 'Jász-Nagykun-Szolnok', 'Karcagi', '36863', '18581', '8217'),
('1241', 'Karcsa', 'község', 'Borsod-Abaúj-Zemplén', 'Cigándi', '4369', '1662', '659'),
('1242', 'Kardos', 'község', 'Békés', 'Szarvasi', '4279', '526', '361'),
('1243', 'Kardoskút', 'község', 'Békés', 'Orosházi', '7658', '780', '413'),
('1244', 'Karmacs', 'község', 'Zala', 'Keszthelyi', '1421', '832', '359'),
('1245', 'Károlyháza', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '1124', '605', '167'),
('1246', 'Karos', 'község', 'Borsod-Abaúj-Zemplén', 'Cigándi', '1532', '467', '206'),
('1247', 'Kartal', 'nagyközség', 'Pest', 'Aszódi', '2913', '5839', '1959'),
('1248', 'Kásád', 'község', 'Baranya', 'Siklósi', '1329', '249', '133'),
('1249', 'Kaskantyú', 'község', 'Bács-Kiskun', 'Kiskõrösi', '5828', '966', '527'),
('1250', 'Kastélyosdombó', 'község', 'Somogy', 'Barcsi', '1308', '245', '103'),
('1251', 'Kaszaper', 'község', 'Békés', 'Mezõkovácsházai', '3357', '1707', '875'),
('1252', 'Kaszó', 'község', 'Somogy', 'Nagyatádi', '2248', '84', '68'),
('1253', 'Katádfa', 'község', 'Baranya', 'Szigetvári', '439', '121', '59'),
('1254', 'Katafa', 'község', 'Vas', 'Körmendi', '481', '334', '163'),
('1255', 'Kátoly', 'község', 'Baranya', 'Pécsváradi', '875', '242', '144'),
('1256', 'Katymár', 'község', 'Bács-Kiskun', 'Bácsalmási', '7109', '1531', '897'),
('1257', 'Káva', 'község', 'Pest', 'Monori', '1131', '686', '302'),
('1258', 'Kávás', 'község', 'Zala', 'Zalaegerszegi', '664', '212', '99'),
('1259', 'Kazár', 'község', 'Nógrád', 'Salgótarjáni', '3039', '1697', '774'),
('1260', 'Kazincbarcika', 'város', 'Borsod-Abaúj-Zemplén', 'Kazincbarcikai', '3664', '24186', '12841'),
('1261', 'Kázsmárk', 'község', 'Borsod-Abaúj-Zemplén', 'Szikszói', '1248', '956', '279'),
('1262', 'Kazsok', 'község', 'Somogy', 'Kaposvári', '1071', '298', '125'),
('1263', 'Kecel', 'város', 'Bács-Kiskun', 'Kiskõrösi', '11448', '8141', '3820'),
('1264', 'Kecskéd', 'község', 'Komárom-Esztergom', 'Oroszlányi', '1108', '2043', '738'),
('1265', 'Kecskemét', 'megyeszékhely', 'Bács-Kiskun', 'Kecskeméti', '32257', '108817', '52636'),
('1266', 'Kehidakustány', 'község', 'Zala', 'Zalaszentgróti', '1975', '1342', '637'),
('1267', 'Kék', 'község', 'Szabolcs-Szatmár-Bereg', 'Kemecsei', '2198', '1859', '659'),
('1268', 'Kékcse', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '1823', '1362', '491'),
('1269', 'Kéked', 'község', 'Borsod-Abaúj-Zemplén', 'Gönci', '1301', '230', '134'),
('1270', 'Kékesd', 'község', 'Baranya', 'Pécsváradi', '811', '152', '92'),
('1271', 'Kékkút', 'község', 'Veszprém', 'Tapolcai', '368', '49', '44'),
('1272', 'Kelebia', 'község', 'Bács-Kiskun', 'Kiskunhalasi', '6670', '2368', '1262'),
('1273', 'Keléd', 'község', 'Vas', 'Celldömölki', '872', '117', '51'),
('1274', 'Kelemér', 'község', 'Borsod-Abaúj-Zemplén', 'Putnoki', '1881', '437', '177'),
('1275', 'Kéleshalom', 'község', 'Bács-Kiskun', 'Jánoshalmai', '6163', '442', '280'),
('1276', 'Kelevíz', 'község', 'Somogy', 'Marcali', '491', '345', '127'),
('1277', 'Kemecse', 'város', 'Szabolcs-Szatmár-Bereg', 'Kemecsei', '3894', '4716', '1674'),
('1278', 'Kemence', 'község', 'Pest', 'Szobi', '4275', '892', '541'),
('1279', 'Kemendollár', 'község', 'Zala', 'Zalaegerszegi', '1607', '460', '207'),
('1280', 'Kemeneshõgyész', 'község', 'Veszprém', 'Pápai', '2608', '485', '241'),
('1281', 'Kemeneskápolna', 'község', 'Vas', 'Celldömölki', '497', '124', '68'),
('1282', 'Kemenesmagasi', 'község', 'Vas', 'Celldömölki', '3319', '800', '439'),
('1283', 'Kemenesmihályfa', 'község', 'Vas', 'Celldömölki', '1781', '503', '232'),
('1284', 'Kemenespálfa', 'község', 'Vas', 'Celldömölki', '1372', '398', '155'),
('1285', 'Kemenessömjén', 'község', 'Vas', 'Celldömölki', '1605', '515', '228'),
('1286', 'Kemenesszentmárton', 'község', 'Vas', 'Celldömölki', '429', '188', '95'),
('1287', 'Kemenesszentpéter', 'község', 'Veszprém', 'Pápai', '2135', '626', '299'),
('1288', 'Keménfa', 'község', 'Zala', 'Zalaegerszegi', '1489', '88', '48'),
('1289', 'Kémes', 'község', 'Baranya', 'Siklósi', '689', '437', '190'),
('1290', 'Kemestaródfa', 'község', 'Vas', 'Körmendi', '635', '208', '115'),
('1291', 'Kemse', 'község', 'Baranya', 'Sellyei', '896', '51', '37'),
('1292', 'Kenderes', 'város', 'Jász-Nagykun-Szolnok', 'Karcagi', '11124', '3972', '1940'),
('1293', 'Kenéz', 'község', 'Vas', 'Sárvári', '717', '261', '110'),
('1294', 'Kenézlõ', 'község', 'Borsod-Abaúj-Zemplén', 'Sárospataki', '2296', '973', '537'),
('1295', 'Kengyel', 'község', 'Jász-Nagykun-Szolnok', 'Törökszentmiklósi', '7914', '3282', '1403'),
('1296', 'Kenyeri', 'község', 'Vas', 'Celldömölki', '3396', '824', '453'),
('1297', 'Kercaszomor', 'község', 'Vas', 'Körmendi', '1287', '164', '126'),
('1298', 'Kercseliget', 'község', 'Somogy', 'Kaposvári', '1947', '316', '162'),
('1299', 'Kerecsend', 'község', 'Heves', 'Egri', '2458', '2145', '751'),
('1300', 'Kerecseny', 'község', 'Zala', 'Nagykanizsai', '1283', '199', '147'),
('1301', 'Kerekegyháza', 'város', 'Bács-Kiskun', 'Kecskeméti', '8128', '6689', '2863'),
('1302', 'Kerekharaszt', 'község', 'Heves', 'Hatvani', '1436', '968', '334'),
('1303', 'Kereki', 'község', 'Somogy', 'Siófoki', '1443', '517', '221'),
('1304', 'Kerékteleki', 'község', 'Komárom-Esztergom', 'Kisbéri', '2945', '649', '284'),
('1305', 'Kerepes', 'város', 'Pest', 'Gödöllõi', '2425', '10611', '3922'),
('1306', 'Keresztéte', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '397', '25', '28'),
('1307', 'Kerkabarabás', 'község', 'Zala', 'Lenti', '1029', '262', '140'),
('1308', 'Kerkafalva', 'község', 'Zala', 'Lenti', '1850', '110', '80'),
('1309', 'Kerkakutas', 'község', 'Zala', 'Lenti', '2007', '108', '95'),
('1310', 'Kerkáskápolna', 'község', 'Vas', 'Körmendi', '920', '55', '54'),
('1311', 'Kerkaszentkirály', 'község', 'Zala', 'Letenyei', '810', '189', '115'),
('1312', 'Kerkateskánd', 'község', 'Zala', 'Lenti', '894', '173', '97'),
('1313', 'Kérsemjén', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '708', '264', '120'),
('1314', 'Kerta', 'község', 'Veszprém', 'Devecseri', '1546', '538', '242'),
('1315', 'Kertészsziget', 'község', 'Békés', 'Szeghalmi', '3911', '352', '188'),
('1316', 'Keszeg', 'község', 'Nógrád', 'Rétsági', '995', '741', '314'),
('1317', 'Kesznyéten', 'község', 'Borsod-Abaúj-Zemplén', 'Tiszaújvárosi', '3641', '1783', '647'),
('1318', 'Keszõhidegkút', 'község', 'Tolna', 'Tamási', '1032', '159', '116'),
('1319', 'Keszthely', 'város', 'Zala', 'Keszthelyi', '7598', '18799', '10449'),
('1320', 'Kesztölc', 'község', 'Komárom-Esztergom', 'Esztergomi', '2200', '2571', '1030'),
('1321', 'Keszü', 'község', 'Baranya', 'Pécsi', '731', '1311', '442'),
('1322', 'Kétbodony', 'község', 'Nógrád', 'Rétsági', '1305', '448', '236'),
('1323', 'Kétegyháza', 'nagyközség', 'Békés', 'Gyulai', '5049', '3184', '1728'),
('1324', 'Kéthely', 'község', 'Somogy', 'Marcali', '4906', '2247', '881'),
('1325', 'Kétpó', 'község', 'Jász-Nagykun-Szolnok', 'Mezõtúri', '6676', '629', '304'),
('1326', 'Kétsoprony', 'község', 'Békés', 'Békéscsabai', '5124', '1245', '586'),
('1327', 'Kétújfalu', 'község', 'Baranya', 'Szigetvári', '1630', '668', '261'),
('1328', 'Kétvölgy', 'község', 'Vas', 'Szentgotthárdi', '628', '81', '69'),
('1329', 'Kéty', 'község', 'Tolna', 'Bonyhádi', '1651', '673', '265'),
('1330', 'Kevermes', 'nagyközség', 'Békés', 'Mezõkovácsházai', '4334', '1740', '1061'),
('1331', 'Kilimán', 'község', 'Zala', 'Nagykanizsai', '572', '230', '97'),
('1332', 'Kimle', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '3726', '2197', '912'),
('1333', 'Kincsesbánya', 'község', 'Fejér', 'Móri', '1087', '1408', '615'),
('1334', 'Királd', 'község', 'Borsod-Abaúj-Zemplén', 'Putnoki', '788', '680', '405'),
('1335', 'Királyegyháza', 'község', 'Baranya', 'Szentlõrinci', '2288', '848', '314'),
('1336', 'Királyhegyes', 'község', 'Csongrád-Csanád', 'Makói', '2980', '559', '338'),
('1337', 'Királyszentistván', 'község', 'Veszprém', 'Balatonalmádi', '891', '463', '162'),
('1338', 'Kisapáti', 'község', 'Veszprém', 'Tapolcai', '689', '348', '155'),
('1339', 'Kisapostag', 'község', 'Fejér', 'Dunaújvárosi', '942', '1459', '584'),
('1340', 'Kisar', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1543', '1069', '392'),
('1341', 'Kisasszond', 'község', 'Somogy', 'Kaposvári', '784', '167', '76'),
('1342', 'Kisasszonyfa', 'község', 'Baranya', 'Sellyei', '887', '169', '71'),
('1343', 'Kisbabot', 'község', 'Gyõr-Moson-Sopron', 'Téti', '610', '242', '109'),
('1344', 'Kisbágyon', 'község', 'Nógrád', 'Pásztói', '1024', '423', '197'),
('1345', 'Kisbajcs', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '874', '980', '323'),
('1346', 'Kisbajom', 'község', 'Somogy', 'Nagyatádi', '1367', '346', '172'),
('1347', 'Kisbárapáti', 'község', 'Somogy', 'Tabi', '2871', '329', '229'),
('1348', 'Kisbárkány', 'község', 'Nógrád', 'Salgótarjáni', '803', '121', '101'),
('1349', 'Kisbér', 'város', 'Komárom-Esztergom', 'Kisbéri', '5217', '5315', '2160'),
('1350', 'Kisberény', 'község', 'Somogy', 'Fonyódi', '746', '229', '64'),
('1351', 'Kisberzseny', 'község', 'Veszprém', 'Devecseri', '529', '195', '59'),
('1352', 'Kisbeszterce', 'község', 'Baranya', 'Hegyháti', '747', '76', '36'),
('1353', 'Kisbodak', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '910', '336', '171'),
('1354', 'Kisbucsa', 'község', 'Zala', 'Zalaegerszegi', '879', '433', '187'),
('1355', 'Kisbudmér', 'község', 'Baranya', 'Bólyi', '572', '87', '41'),
('1356', 'Kiscsécs', 'község', 'Borsod-Abaúj-Zemplén', 'Tiszaújvárosi', '413', '205', '50'),
('1357', 'Kiscsehi', 'község', 'Zala', 'Letenyei', '1143', '167', '97'),
('1358', 'Kiscsõsz', 'község', 'Veszprém', 'Devecseri', '904', '101', '72'),
('1359', 'Kisdér', 'község', 'Baranya', 'Siklósi', '437', '88', '54'),
('1360', 'Kisdobsza', 'község', 'Baranya', 'Szigetvári', '995', '245', '103'),
('1361', 'Kisdombegyház', 'község', 'Békés', 'Mezõkovácsházai', '1261', '370', '266'),
('1362', 'Kisdorog', 'község', 'Tolna', 'Bonyhádi', '2000', '652', '287'),
('1363', 'Kisecset', 'község', 'Nógrád', 'Rétsági', '862', '221', '145'),
('1364', 'Kisfalud', 'község', 'Gyõr-Moson-Sopron', 'Kapuvári', '1510', '711', '318'),
('1365', 'Kisfüzes', 'község', 'Heves', 'Pétervásárai', '481', '123', '79'),
('1366', 'Kisgörbõ', 'község', 'Zala', 'Zalaszentgróti', '659', '154', '98'),
('1367', 'Kisgyalán', 'község', 'Somogy', 'Kaposvári', '941', '191', '104'),
('1368', 'Kisgyõr', 'község', 'Borsod-Abaúj-Zemplén', 'Miskolci', '7113', '1579', '646'),
('1369', 'Kishajmás', 'község', 'Baranya', 'Hegyháti', '1176', '176', '93'),
('1370', 'Kisharsány', 'község', 'Baranya', 'Siklósi', '1293', '447', '199'),
('1371', 'Kishartyán', 'község', 'Nógrád', 'Salgótarjáni', '895', '513', '256'),
('1372', 'Kisherend', 'község', 'Baranya', 'Pécsi', '692', '173', '81'),
('1373', 'Kishódos', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '892', '64', '33'),
